hata_sinifi,document_id,ilgili_kayit,kaynak,bulgu,karar,gerekce,duzeltme
filtrede-kayip-kanit,doc-12c616435f12,,Financial Times,$47 · e pandemic China’s real robot revolution is not about humanoids Tim Co,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-f371497d2180,,Financial Times,$47 · e pandemic China’s real robot revolution is not about humanoids Tim Co,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-00fd12b66f1f,,Firecrawl,"$100 · ] [ . JSON ] 1 { 2 "" success "" : true , 3 "" output "" : "" Keyboard avai",gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-e27cc098d7d8,,Gumroad,$1 · Discover Blog Pricing Features About Gumclaw Log in Start selling Go f,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-01be99bc1364,,Hostelworld,€ 93.8 · tories to tell. Read our story Star Hostel Taipei Main Station 2025 KE,gürültü,"büyüklük ifadesi (milyar/fon/ödül), ürün fiyatı değil",—
filtrede-kayip-kanit,doc-aa69bacc5aca,,Hotjar,"$20,000 · lipino, Portuguese, Spanish Platforms supported: Drupal, WordPress Bud",gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-7dade13ab46a,,Indeed,"$70,000 · te customer experience insight manager remote rn case manager aws lamb",gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-8f38b74e4e04,,Infracost,$51 · What is Infracost? github.com/acme/infra Last scanned: 1 hour ago Cost,KAYIP KANIT,ilan/puan işaretinin yanında gerçek fiyat,ana sayfa filtresi ilan taşıyan sayfayı elememeli
filtrede-kayip-kanit,doc-4d7d45daba61,,Investing.com,500.59 EUR · Short Strategy RT 18 Vontobel 7X Long Fixed Lever on Natural Gas 8.06 ,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-806359170d2b,,itch.io,$5 · Comics Books Randomizer Games by price On Sale Free games With demo To,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-30886aa0574b,,İTÜ Çekirdek,"900.000 TL · noloji odaklı iş fikirlerini hayata geçirme yolculuğunda, %3 hisse kar",gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-fb1aaf5d74b9,,Lyft,"$23 · ng on XL, Extra Comfort, Black, and Black SUV rides. Members save an a",KAYIP KANIT,ilan/puan işaretinin yanında gerçek fiyat,ana sayfa filtresi ilan taşıyan sayfayı elememeli
filtrede-kayip-kanit,doc-bda7b114496c,,Meetup,"TRY 300.00 · ntalya Sat, Sep 19 · 4:00 PM UTC by Social Meetup Group by Wildpack 2 ",gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-f229d3c727a6,,Microlaunch,"$10,000. · cts on Microlaunch Tiun × Microlaunch Hackathon Live Build, monetize, ",gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-fa83038744ad,,n11,100 TL · Ev Gereçleri Yapı Market & Bahçe Magly Ürünlerinde %35 Sepette İndirim,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-4dd13d636800,,Nintendo eShop,$34.99 · leases See all Pokémon™ Pokopia Expansion Pass 6/9/26 DLC bundle Regul,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-c4a0e64218a6,,NYSE,$97 · ties are rather subdued. Oil is slightly lower and well off its overni,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-21c33c0a39a8,,OpenRouter,$99 · team later. 2 Buy credits Credits can be used with any model or provid,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-9816f9fe0c0b,,Our World in Data,"$500 · ween 2018 and 2022, spending on building data centers in the US hovere",gürültü,"büyüklük ifadesi (milyar/fon/ödül), ürün fiyatı değil",—
filtrede-kayip-kanit,doc-f278435e9e19,,PrivCo,$14 · o covers. Build a watchlist See a sample company profile Acme Industri,gürültü,"büyüklük ifadesi (milyar/fon/ödül), ürün fiyatı değil",—
filtrede-kayip-kanit,doc-d4416978817a,,Remote OK,"$ 0 · lent on demand, pre-screened and thoroughly vetted. Post a remote job ",KAYIP KANIT,ilan/puan işaretinin yanında gerçek fiyat,ana sayfa filtresi ilan taşıyan sayfayı elememeli
filtrede-kayip-kanit,doc-17f874badb4f,,Republic,$ 2 · one of the highest ROI items on our cap table. Gagan Biyani CEO Raised,gürültü,"büyüklük ifadesi (milyar/fon/ödül), ürün fiyatı değil",—
filtrede-kayip-kanit,doc-15c35e370b75,,RICS,£39 · ly of social and affordable housing through the first major allocation,gürültü,"büyüklük ifadesi (milyar/fon/ödül), ürün fiyatı değil",—
filtrede-kayip-kanit,doc-421a4faf8222,,Slashdot,$60.9 · ept. Dell reported record fiscal Q2 results as AI server demand surged,gürültü,"büyüklük ifadesi (milyar/fon/ödül), ürün fiyatı değil",—
filtrede-kayip-kanit,doc-f13d245c8523,,SocialPeta,$738.3 · e trends before they go mainstream Weekly Overview Last 7 days 41.23M ,gürültü,"büyüklük ifadesi (milyar/fon/ödül), ürün fiyatı değil",—
filtrede-kayip-kanit,doc-71cc3d88346e,,SourceForge,$300 · websites to complex applications for businesses of all sizes. New cust,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-6e0e658a0d8c,,Steam,$10.49 · ed & Recommended Send a Gift Card Discounts & Events See More MIDWEEK ,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-80dcfbac17a8,,Tavily,"$25 · rch Tavily releases /research endpoint, achieves state-of-the-art Tavi",gürültü,"büyüklük ifadesi (milyar/fon/ödül), ürün fiyatı değil",—
filtrede-kayip-kanit,doc-b3db5dcb4319,,TechCrunch,$285 · user accounts after the launch of X Money Sarah Perez GoPro to be acqu,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-0047cf8d7a2f,,Techstars Companies,$220 · thing. We find and fund the world's most ambitious founders. Apply Tod,gürültü,"büyüklük ifadesi (milyar/fon/ödül), ürün fiyatı değil",—
filtrede-kayip-kanit,doc-23b80fe18bc0,,The Trademark Search Company,"$69 · accuracy, real-time alerts, and detailed reports. Start Your Trademark",gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-144ee3fbd835,,ThemeForest,$69 · red themes Trigger – AJAX Portfolio WordPress Theme by ArtemSemkin in ,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-fc5a2e0460ea,,Toolify,"€ 1.8 · ng layer into one defensible, audit-ready view. Request a demo See how",gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-8bc168bdbfee,,Vendr,"$1,446,521,418 · sted by 5,000+ finance and procurement teams for pricing insights, sav",gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-52f10f57b1e3,,Walmart,$0.00 · Items Reorder Lists Sign In Account Sign in or create account Purchase,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-d5a57205aefa,,We Work Remotely,$299 · M monthly visitors and the world's largest remote work community Post ,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-b29148d8bdf9,,Wellfound,$180 · ext. Browse jobs → Matched to you · today Senior Backend Engineer Chim,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-92b563e9a5d7,,Wellfound,$180 · ext. Browse jobs → Matched to you · today Senior Backend Engineer Chim,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-85595425b82f,,WooCommerce Marketplace,$79 · and customer satisfaction. Learn more Excellence verified Product Add-,KAYIP KANIT,ilan/puan işaretinin yanında gerçek fiyat,ana sayfa filtresi ilan taşıyan sayfayı elememeli
filtrede-kayip-kanit,doc-50007bd794de,,Yahoo Finance,"USD 77,009.01 · 948.36 +28.23 +0.97% VIX 15.32 -1.02 -6.24% Gold 4,416.80 +20.40 +0.46",gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-499aeaedd1cd,,CDC,$2.7 · Sovereign CDC Progress Secured as Shareholders Double Down on Growth C,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-1f5cf5558ac1,,Censys,$70 · it. About Us Leadership Newsroom Our Customers Partners Careers - Cens,gürültü,"büyüklük ifadesi (milyar/fon/ödül), ürün fiyatı değil",—
filtrede-kayip-kanit,doc-9f317b41287b,,Moz,"$16 · O to search-integrated business listings, compare the features below. ",KAYIP KANIT,ilan/puan işaretinin yanında gerçek fiyat,ana sayfa filtresi ilan taşıyan sayfayı elememeli
filtrede-kayip-kanit,doc-c71207285924,,Hacker News,$800 · ember 2026) 374 points by david927 4 days ago | 1189 comments 3. Neovi,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-f4147e193428,,TechCrunch,$300 · over 6 industry stages. 25% off tickets now Back by popular demand: Sa,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-72d46efc6184,,WooCommerce Marketplace,$79 · and customer satisfaction. Learn more Excellence verified Product Add-,KAYIP KANIT,ilan/puan işaretinin yanında gerçek fiyat,ana sayfa filtresi ilan taşıyan sayfayı elememeli
filtrede-kayip-kanit,doc-83af1a4d5f44,,Bloomberg HT,"0,09 USD · 3.911,87 36,27 0,94 48,7850 0,11 56,0531 0,02 65,2663 0,04 1,1481 0,04",gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-c0b538aa369b,,Emlakjet,₺14.207 · : 85.7% Ticari : 13.0% Yazlık : 1.3% Hane Kişi/Hane 3.22 Haneye Göre K,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-2a3fdeba2391,,Failory,$250 · lists; pre-sales are the key validation indicator. Get Pre-Sell to Val,gürültü,"yalın para ifadesi, bağlamı yok",—
filtrede-kayip-kanit,doc-3d048c9877e6,,NYSE,"$40 · mmunity is the world’s largest community of public companies, represen",gürültü,"büyüklük ifadesi (milyar/fon/ödül), ürün fiyatı değil",—
filtrede-kayip-kanit,doc-8a2c1ce90577,,Trulia,"$2,526 · 2 rentals Use arrow keys to navigate NEW - 1 DAY AGO SPECIAL OFFER PET",KAYIP KANIT,ilan/puan işaretinin yanında gerçek fiyat,ana sayfa filtresi ilan taşıyan sayfayı elememeli
desteksiz-claim,doc-8c65c8605d29,b2b-web-yazilimi/competitor_discovery,Wellfound,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-00f843cfeff2,b2b-web-yazilimi/competitor_discovery,GetApp,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-f05c48810a9e,b2b-web-yazilimi/competitor_discovery,Software Advice,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-34aae470587f,b2b-web-yazilimi/competitor_discovery,Tekpon,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-b9ebe6dc1b02,b2b-web-yazilimi/competitor_discovery,Wappalyzer,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-c549686c7348,b2b-web-yazilimi/competitor_discovery,Lever Jobs,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-aa6ad96f762a,b2b-web-yazilimi/competitor_discovery,Ashby Jobs,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-fe031fdf8c95,b2b-web-yazilimi/competitor_discovery,Eleman.net,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-33b46ccafb04,b2b-web-yazilimi/competitor_discovery,Vendr,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-3ab9b9e76604,b2b-web-yazilimi/competitor_discovery,Vertice,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-16bbcb333b95,b2b-web-yazilimi/competitor_discovery,Sastrify,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-8b86f213a2e7,b2b-web-yazilimi/competitor_discovery,Infracost,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-173755f7ef01,b2b-web-yazilimi/existing_alternatives,Ashby Jobs,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-ecaab644623a,b2b-web-yazilimi/observed_market_pricing,İşkur,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-844f47fa6780,b2b-web-yazilimi/observed_market_pricing,Azure Pricing Calculator,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-e42189d86fcf,b2b-web-yazilimi/problem_demand,PeerSpot,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-f0f5cd41f7fb,b2b-web-yazilimi/problem_demand,Ashby Jobs,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-2ac14fb4c50f,b2b-web-yazilimi/use_case,AppSumo,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-be989754498e,b2b-web-yazilimi/use_case,SourceForge Reviews,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-229909d2623c,b2b-web-yazilimi/use_case,Lever Jobs,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-7d9b6fbff305,b2b-web-yazilimi/use_case,Ashby Jobs,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-2c109f612eba,egitim/competitor_discovery,edX,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-acacf02f3225,egitim/competitor_discovery,Skillshare,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-9649ab62be06,egitim/use_case,edX,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-a2a48c72337a,eklenti-entegrasyon/competitor_discovery,Safari Extensions,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-592d7f7f54f6,eklenti-entegrasyon/competitor_discovery,Opera Add-ons,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-baf1a3d9b39a,eklenti-entegrasyon/competitor_discovery,WordPress Plugin Directory,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-78fc92ff0de2,eklenti-entegrasyon/competitor_discovery,BigCommerce App Marketplace,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-6c693c9acc58,eklenti-entegrasyon/competitor_discovery,Webflow Apps,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-2d2a8ed35d36,eklenti-entegrasyon/competitor_discovery,Atlassian Marketplace,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-6821c98142f8,eklenti-entegrasyon/competitor_discovery,Notion Integrations,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-19338f2a3b87,eklenti-entegrasyon/competitor_discovery,Zapier App Directory,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-ebbd5199bc75,eklenti-entegrasyon/existing_alternatives,Slack Marketplace,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-a4664ffbab01,eklenti-entegrasyon/existing_alternatives,Airtable Marketplace,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-84a096edc2ef,eklenti-entegrasyon/problem_demand,WooCommerce Marketplace,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-af07ac3150d0,eklenti-entegrasyon/problem_demand,Slack Marketplace,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-2e5a6e24eb55,eklenti-entegrasyon/use_case,Slack Marketplace,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-6e88e65ee036,eklenti-entegrasyon/use_case,monday.com Apps Marketplace,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-ebcc7b883e8d,eklenti-entegrasyon/use_case,Notion Integrations,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-c53dcd61a8ed,eklenti-entegrasyon/use_case,Zapier App Directory,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-c0e9accef36b,eklenti-entegrasyon/use_case,Airtable Marketplace,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-16d4dfad8790,fintech/competitor_discovery,SPK,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-d7f66c1ccb96,fintech/existing_alternatives,Bank for International Settlements,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-ee403382ae98,fintech/use_case,Bank for International Settlements,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-ee2a04655e40,fintech/use_case,Open Banking UK,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-9db4648c73a0,gayrimenkul/dissatisfaction,Rightmove,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-6ee72419332a,gayrimenkul/existing_alternatives,Emlakjet,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-c0b538aa369b,gayrimenkul/problem_demand,Emlakjet,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-0f838b39b8cc,gayrimenkul/problem_demand,U.S. Census Building Permits,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-95ca856eaadd,gelistirici-araci/competitor_discovery,Docker Hub,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-6aa8fb97dccf,gelistirici-araci/dissatisfaction,Hashnode,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-2a84db52aee6,gelistirici-araci/existing_alternatives,Hashnode,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-d4710c307dbe,gelistirici-araci/observed_market_pricing,SourceForge,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-e50e2861d94f,gelistirici-araci/observed_market_pricing,Homebrew Formulae,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-c71207285924,gelistirici-araci/problem_demand,Hacker News,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-ef4759814185,gelistirici-araci/problem_demand,Dev.to,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-990370111c45,gelistirici-araci/problem_demand,Hashnode,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-5bdd23d25f7a,gelistirici-araci/use_case,SourceForge,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-245760a50269,mobil-uygulama/competitor_discovery,Apple App Store,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-4c2595ad7094,mobil-uygulama/competitor_discovery,Uptodown,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-0f87a627abda,ortak/competitor_discovery,DuckDuckGo,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-5e1dd93234e3,ortak/competitor_discovery,Tavily,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-d16a42cac5c7,ortak/competitor_discovery,BetaList,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-1ccde984d18d,ortak/competitor_discovery,Startup Stash,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-44c2be0cd888,ortak/competitor_discovery,SaaSHub,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-dfb2e1cbe9be,ortak/competitor_discovery,Y Combinator Companies,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-8c65c8605d29,ortak/competitor_discovery,Wellfound,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-dc9c5e189a3f,ortak/competitor_discovery,Mastodon,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-c78919253fbd,ortak/competitor_discovery,Slack,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-6a9fb7599514,ortak/competitor_discovery,Discourse,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-b2377b297487,ortak/competitor_discovery,Lemmy,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-d4c2b288486a,ortak/competitor_discovery,DomainTools,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-b9ebe6dc1b02,ortak/competitor_discovery,Wappalyzer,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-45e8695d8ec4,ortak/competitor_discovery,Cloudflare Radar,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-6f143febacb3,ortak/competitor_discovery,Ahrefs,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-bf701e940737,ortak/competitor_discovery,Semrush,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-ad70dceef43f,ortak/competitor_discovery,Ubersuggest,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-50c245622230,ortak/competitor_discovery,Sistrix,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-3c0252a8c3ad,ortak/competitor_discovery,Exploding Topics,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-9cbd318adc32,ortak/competitor_discovery,Sensor Tower,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-b40e19236dfd,ortak/competitor_discovery,SocialPeta,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-9cdf76c05767,ortak/competitor_discovery,PitchBook,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-5023dd7dd905,ortak/competitor_discovery,Dealroom,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-2c3e3ff04776,ortak/competitor_discovery,ZoomInfo,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-ff6ddbbe7f02,ortak/competitor_discovery,500 Global Companies,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-b322dc710a0d,ortak/competitor_discovery,Seedrs,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-768881c7a992,ortak/competitor_discovery,BASE,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
desteksiz-claim,doc-343511c515b5,ortak/competitor_discovery,Dimensions,(ölçülebilir alan yok),dürüst,satır zaten '(ölçülebilir alan yok)' diyor; yüzey kanıtı,—
