source_id,ad,niyet,url,origin,entry_path
source-0441,NYSE,competitor_discovery,https://www.nyse.com/listings,https://www.nyse.com,/listings
source-0441,NYSE,problem_demand,https://www.nyse.com/community,https://www.nyse.com,/community
source-0442,Borsa İstanbul,competitor_discovery,https://borsaistanbul.com/piyasalar/borclanma-araclari-piyasasi/urunler,https://borsaistanbul.com,/piyasalar/borclanma-araclari-piyasasi/urunler
source-0442,Borsa İstanbul,problem_demand,https://borsaistanbul.com/piyasalar,https://borsaistanbul.com,/piyasalar
source-0443,Yahoo Finance,existing_alternatives,https://finance.yahoo.com/compare/,https://finance.yahoo.com,/compare/
source-0443,Yahoo Finance,problem_demand,https://finance.yahoo.com/community/,https://finance.yahoo.com,/community/
source-0449,DefiLlama,competitor_discovery,https://defillama.com/app,https://defillama.com,/app
source-0449,DefiLlama,observed_market_pricing,https://defillama.com/subscription,https://defillama.com,/subscription
source-0459,edX,competitor_discovery,https://edx.com/products/map-data,https://edx.com,/products/map-data
source-0459,edX,use_case,https://edx.com/solutions/fixed-wireless-access,https://edx.com,/solutions/fixed-wireless-access
source-0499,Lyft,competitor_discovery,https://www.lyft.com/app?type=driver,https://www.lyft.com,/app?type=driver
source-0499,Lyft,use_case,https://www.lyft.com/business/solutions,https://www.lyft.com,/business/solutions
source-0520,GOG,dissatisfaction,https://www.gog.com/u/@me/reviews,https://www.gog.com,/u/@me/reviews
source-0520,GOG,problem_demand,https://www.gog.com/forum,https://www.gog.com,/forum
source-0521,itch.io,competitor_discovery,https://itch.io/app,https://itch.io,/app
source-0521,itch.io,problem_demand,https://itch.io/community,https://itch.io,/community
source-0524,Nintendo eShop,competitor_discovery,https://www.nintendo.com/au/apps/,https://www.nintendo.com,/au/apps/
source-0524,Nintendo eShop,existing_alternatives,https://www.nintendo.com/au/nintendo-switch-family/compare/,https://www.nintendo.com,/au/nintendo-switch-family/compare/
source-0535,OpenRouter,competitor_discovery,https://openrouter.ai/apps,https://openrouter.ai,/apps
source-0535,OpenRouter,observed_market_pricing,https://openrouter.ai/pricing,https://openrouter.ai,/pricing
source-0541,AWS Marketplace,competitor_discovery,https://aws.amazon.com/marketplace,https://aws.amazon.com,/marketplace
source-0541,AWS Marketplace,use_case,https://aws.amazon.com/solutions/case-studies?ref_=footer_nav_partner_success_stories,https://aws.amazon.com,/solutions/case-studies?ref_=footer_nav_partner_success_stories
source-0564,Ars Technica,competitor_discovery,https://arstechnica.com/store/product/subscriptions/,https://arstechnica.com,/store/product/subscriptions/
source-0564,Ars Technica,dissatisfaction,https://arstechnica.com/reviews/,https://arstechnica.com,/reviews/
source-0579,Bloomberg HT,existing_alternatives,https://www.bloomberght.com/alternatif,https://www.bloomberght.com,/alternatif
source-0579,Bloomberg HT,problem_demand,https://www.bloomberght.com/piyasalar,https://www.bloomberght.com,/piyasalar
source-0595,Lookback,observed_market_pricing,https://www.lookback.com/pricing?hsLang=en,https://www.lookback.com,/pricing?hsLang=en
source-0595,Lookback,use_case,https://www.lookback.com/customers?hsLang=en,https://www.lookback.com,/customers?hsLang=en
source-0599,Pollfish,observed_market_pricing,https://www.pollfish.com/pricing/,https://www.pollfish.com,/pricing/
source-0599,Pollfish,use_case,https://www.pollfish.com/solutions/,https://www.pollfish.com,/solutions/
source-0607,Vendr,competitor_discovery,https://www.vendr.com/categories,https://www.vendr.com,/categories
source-0607,Vendr,use_case,https://www.vendr.com/customers,https://www.vendr.com,/customers
source-0614,Infracost,competitor_discovery,https://www.infracost.io/product,https://www.infracost.io,/product
source-0614,Infracost,observed_market_pricing,https://www.infracost.io/pricing,https://www.infracost.io,/pricing
source-0635,Founder Institute Türkiye,dissatisfaction,https://fi.co/reviews,https://fi.co,/reviews
source-0635,Founder Institute Türkiye,use_case,https://fi.co/case-studies,https://fi.co,/case-studies
source-0636,Meetup,competitor_discovery,https://www.meetup.com/apps/,https://www.meetup.com,/apps/
source-0636,Meetup,problem_demand,https://www.meetup.com/topics/,https://www.meetup.com,/topics/
source-0009,Kagi,observed_market_pricing,https://kagi.com/pricing,https://kagi.com,/pricing
source-0018,GitLab,problem_demand,https://gitlab.com/gitlab-org/ai-powered/discussions,https://gitlab.com,/gitlab-org/ai-powered/discussions
source-0022,Hacker News,problem_demand,https://news.ycombinator.com/ask,https://news.ycombinator.com,/ask
source-0030,Hashnode,existing_alternatives,https://hashnode.com/alternatives,https://hashnode.com,/alternatives
source-0033,DZone,competitor_discovery,https://dzone.com/integration,https://dzone.com,/integration
source-0038,Docker Hub,competitor_discovery,https://hub.docker.com/categories/api-management,https://hub.docker.com,/categories/api-management
source-0046,Homebrew Formulae,observed_market_pricing,https://formulae.brew.sh/cask/plan,https://formulae.brew.sh,/cask/plan
source-0049,Visual Studio Marketplace,existing_alternatives,https://marketplace.visualstudio.com/vs,https://marketplace.visualstudio.com,/vs
source-0052,BetaList,competitor_discovery,https://betalist.com/browse,https://betalist.com,/browse
source-0054,Microlaunch,competitor_discovery,https://microlaunch.net/browse,https://microlaunch.net,/browse
source-0059,AlternativeTo,competitor_discovery,https://alternativeto.net/browse/,https://alternativeto.net,/browse/
source-0066,PitchWall,competitor_discovery,https://pitchwall.co/product/buzzwire,https://pitchwall.co,/product/buzzwire
source-0067,Fazier,dissatisfaction,https://fazier.com/reviews,https://fazier.com,/reviews
source-0071,Failory,competitor_discovery,https://www.failory.com/products,https://www.failory.com,/products
source-0077,Mastodon,competitor_discovery,https://joinmastodon.org/apps,https://joinmastodon.org,/apps
source-0086,Tumblr,competitor_discovery,https://www.tumblr.com/apps,https://www.tumblr.com,/apps
source-0093,Discourse,competitor_discovery,https://www.discourse.net/category/discourse-net/,https://www.discourse.net,/category/discourse-net/
source-0095,Lemmy,competitor_discovery,https://join-lemmy.org/apps,https://join-lemmy.org,/apps
source-0096,Apple App Store,competitor_discovery,https://apps.apple.com/us/iphone/apps,https://apps.apple.com,/us/iphone/apps
source-0105,Aptoide,competitor_discovery,https://en.aptoide.com/apps/discover,https://en.aptoide.com,/apps/discover
source-0106,F-Droid,competitor_discovery,https://f-droid.org/categories/action-game/,https://f-droid.org,/categories/action-game/
source-0107,APKMirror,competitor_discovery,https://www.apkmirror.com/categories/,https://www.apkmirror.com,/categories/
source-0108,Uptodown,competitor_discovery,https://www.uptodown.com/marketplace,https://www.uptodown.com,/marketplace
source-0110,Firefox Add-ons,competitor_discovery,https://addons.mozilla.org/en-US/firefox/extensions/,https://addons.mozilla.org,/en-US/firefox/extensions/
source-0112,Safari Extensions,competitor_discovery,https://apps.apple.com/us/iphone/apps,https://apps.apple.com,/us/iphone/apps
source-0113,Opera Add-ons,competitor_discovery,https://addons.opera.com/en/extensions/,https://addons.opera.com,/en/extensions/
source-0114,Shopify App Store,competitor_discovery,https://apps.shopify.com/categories/finding-products,https://apps.shopify.com,/categories/finding-products
source-0116,WordPress Plugin Directory,competitor_discovery,https://wordpress.org/news/category/community/,https://wordpress.org,/news/category/community/
source-0119,BigCommerce App Marketplace,competitor_discovery,https://www.bigcommerce.com/apps/,https://www.bigcommerce.com,/apps/
source-0121,Atlassian Marketplace,competitor_discovery,https://marketplace.atlassian.com/categories/admin-tools,https://marketplace.atlassian.com,/categories/admin-tools
source-0122,Salesforce AppExchange,competitor_discovery,https://appexchange.salesforce.com/categories/data-management,https://appexchange.salesforce.com,/categories/data-management
source-0124,Slack Marketplace,competitor_discovery,https://slack.com/marketplace,https://slack.com,/marketplace
source-0137,Software Advice,competitor_discovery,https://www.softwareadvice.com/categories/,https://www.softwareadvice.com,/categories/
source-0140,PeerSpot,problem_demand,https://peerspot.co/topics,https://peerspot.co,/topics
source-0144,FinancesOnline,competitor_discovery,https://financesonline.com/category/financial-news/,https://financesonline.com,/category/financial-news/
source-0159,Amazon,use_case,https://www.amazon.com/gp/help/customer/accessibility,https://www.amazon.com,/gp/help/customer/accessibility
source-0162,Walmart,competitor_discovery,https://business.walmart.com/browse/automotive/all-vehicles/3227097_1420856_7206735,https://business.walmart.com,/browse/automotive/all-vehicles/3227097_1420856_7206735
source-0175,Gumroad,observed_market_pricing,https://gumroad.com/pricing,https://gumroad.com,/pricing
source-0178,Envato Market,competitor_discovery,https://themeforest.net/category,https://themeforest.net,/category
source-0179,ThemeForest,competitor_discovery,https://themeforest.net/category,https://themeforest.net,/category
source-0180,CodeCanyon,competitor_discovery,https://codecanyon.net/category,https://codecanyon.net,/category
source-0181,Etsy Reviews,competitor_discovery,https://www.etsy.com/categories,https://www.etsy.com,/categories
source-0206,urlscan.io,observed_market_pricing,https://urlscan.io/pricing/,https://urlscan.io,/pricing/
source-0220,Ubersuggest,competitor_discovery,https://ubersuggest.net/app/,https://ubersuggest.net,/app/
source-0221,Mangools,existing_alternatives,https://mangools.com/compare?ref=footer-mngls,https://mangools.com,/compare?ref=footer-mngls
source-0225,Sistrix,observed_market_pricing,https://www.sistrix.com/pricing/,https://www.sistrix.com,/pricing/
source-0228,AnswerThePublic,observed_market_pricing,https://answerthepublic.com/de/pricing,https://answerthepublic.com,/de/pricing
source-0233,SparkToro,observed_market_pricing,https://sparktoro.com/pricing,https://sparktoro.com,/pricing
source-0249,BigSpy,observed_market_pricing,https://bigspy.com/pricing,https://bigspy.com,/pricing
source-0266,Companies House,competitor_discovery,https://www.gov.uk/browse,https://www.gov.uk,/browse
source-0271,AngelList,observed_market_pricing,https://www.angellist.com/pricing/venture-funds,https://www.angellist.com,/pricing/venture-funds
source-0273,500 Global Companies,competitor_discovery,https://500.co/directory,https://500.co,/directory
source-0275,Republic,competitor_discovery,https://republic.com/help/category/fundraising,https://republic.com,/help/category/fundraising
source-0276,Seedrs,competitor_discovery,https://europe.republic.com/invest/marketplace,https://europe.republic.com,/invest/marketplace
source-0291,We Work Remotely,competitor_discovery,https://weworkremotely.com/categories/all-other-remote-jobs,https://weworkremotely.com,/categories/all-other-remote-jobs
source-0298,Eleman.net,competitor_discovery,https://www.eleman.net/meslekler/kategori/beyaz-yaka,https://www.eleman.net,/meslekler/kategori/beyaz-yaka
source-0299,İşkur,observed_market_pricing,https://iskur.gov.tr/ilanlar/,https://iskur.gov.tr,/ilanlar/
source-0322,Semantic Scholar,competitor_discovery,https://www.semanticscholar.org/product,https://www.semanticscholar.org,/product
source-0354,World Bank Open Data,competitor_discovery,https://data.worldbank.org/products/data-books,https://data.worldbank.org,/products/data-books
source-0361,US Census Bureau,problem_demand,https://www.census.gov/topics/business-economy.html,https://www.census.gov,/topics/business-economy.html
source-0363,Federal Reserve Economic Data,competitor_discovery,https://fred.stlouisfed.org/categories,https://fred.stlouisfed.org,/categories
source-0366,Our World in Data,dissatisfaction,https://ourworldindata.org/feedback,https://ourworldindata.org,/feedback
source-0384,SPK,competitor_discovery,https://www.spk.com.tr/Urunler,https://www.spk.com.tr,/Urunler
source-0405,Competition and Markets Authority,competitor_discovery,https://www.gov.uk/browse,https://www.gov.uk,/browse
source-0418,The Trademark Search Company,competitor_discovery,https://thetrademarksearchcompany.com/product/advanced-ai-full-search-aus-nz-tm-searching/,https://thetrademarksearchcompany.com,/product/advanced-ai-full-search-aus-nz-tm-searching/
source-0423,CDC,problem_demand,https://cdc.com/about-us/community/,https://cdc.com,/about-us/community/
source-0433,FRED,competitor_discovery,https://fred.stlouisfed.org/categories,https://fred.stlouisfed.org,/categories
source-0445,Investing.com,observed_market_pricing,https://www.investing.com/pro/pricing,https://www.investing.com,/pro/pricing
source-0451,National Center for Education Statistics,competitor_discovery,https://nces.ed.gov/national-center-education-statistics-nces/products,https://nces.ed.gov,/national-center-education-statistics-nces/products
source-0461,Skillshare,competitor_discovery,https://help.skillshare.com/hc/de/categories/200230948-Skillshare-f%C3%BCr-Teams,https://help.skillshare.com,/hc/de/categories/200230948-Skillshare-f%C3%BCr-Teams
source-0470,Trulia,observed_market_pricing,"https://www.trulia.com/for_rent/Atlanta,GA/",https://www.trulia.com,"/for_rent/Atlanta,GA/"
source-0476,ImmobilienScout24,competitor_discovery,https://www.immobilienscout24.de/baufimanager/app/baufimanager/,https://www.immobilienscout24.de,/baufimanager/app/baufimanager/
source-0502,Moovit,use_case,https://moovit.com/resources/case-studies/,https://moovit.com,/resources/case-studies/
source-0503,FlightAware,competitor_discovery,https://www.flightaware.com/apps,https://www.flightaware.com,/apps
source-0509,Deliveroo,competitor_discovery,https://deliveroo.co.uk/app/?platform=android&amp;home_page=true&amp;home_page_variant=homepage_variant_d&amp;mobile_banner=false&amp;af_dp=deliveroo%3A%2F%2Frestaurants&amp;deep_link_value=deliveroo%3A%2F%2Frestaurants,https://deliveroo.co.uk,/app/?platform=android&amp;home_page=true&amp;home_page_variant=homepage_variant_d&amp;mobile_banner=false&amp;af_dp=deliveroo%3A%2F%2Frestaurants&amp;deep_link_value=deliveroo%3A%2F%2Frestaurants
source-0518,Steam,competitor_discovery,https://store.steampowered.com/app/1395520?snr=1_4_4__40_1,https://store.steampowered.com,/app/1395520?snr=1_4_4__40_1
source-0522,PlayStation Store,competitor_discovery,https://store.playstation.com/en-us/pages/browse,https://store.playstation.com,/en-us/pages/browse
source-0531,Metacritic,competitor_discovery,https://www.metacritic.com/browse/game/,https://www.metacritic.com,/browse/game/
source-0532,OpenCritic,competitor_discovery,https://opencritic.com/browse,https://opencritic.com,/browse
source-0536,Replicate,observed_market_pricing,https://replicate.com/pricing,https://replicate.com,/pricing
source-0547,Glama,competitor_discovery,https://glama.ai/mcp/categories,https://glama.ai,/mcp/categories
source-0548,MCP.so,competitor_discovery,https://mcp.so/categories,https://mcp.so,/categories
source-0550,Composio,problem_demand,https://docs.composio.dev/kb/topic/account-billing-and-security,https://docs.composio.dev,/kb/topic/account-billing-and-security
source-0558,Financial Times,competitor_discovery,https://www.ft.com/products,https://www.ft.com,/products
source-0561,TechCrunch,competitor_discovery,https://techcrunch.com/category/apps/,https://techcrunch.com,/category/apps/
source-0562,The Verge,dissatisfaction,https://www.theverge.com/reviews,https://www.theverge.com,/reviews
source-0571,Sifted,competitor_discovery,https://sifted.org/category/bible-stories/,https://sifted.org,/category/bible-stories/
source-0572,EU-Startups,competitor_discovery,https://www.eu-startups.com/directory/,https://www.eu-startups.com,/directory/
source-0588,Qualtrics,use_case,https://www.qualtrics.com/customers/,https://www.qualtrics.com,/customers/
source-0591,Prolific,observed_market_pricing,https://www.prolific.com/pricing,https://www.prolific.com,/pricing
source-0603,Hotjar,competitor_discovery,https://www.hotjar.com/product/funnels,https://www.hotjar.com,/product/funnels
source-0612,CloudPrice,observed_market_pricing,https://cloudprice.net/pricing,https://cloudprice.net,/pricing
source-0620,startups.watch,observed_market_pricing,https://startups.watch/plans,https://startups.watch,/plans
source-0622,TÜBİTAK,observed_market_pricing,https://tubitak.gov.tr/tr/kurumsal/teknoloji-transfer-ofisi/ilanlar,https://tubitak.gov.tr,/tr/kurumsal/teknoloji-transfer-ofisi/ilanlar
source-0624,Bilişim Vadisi,existing_alternatives,https://bilisimvadisi.com.tr/hakkimizda/firmalar/,https://bilisimvadisi.com.tr,/hakkimizda/firmalar/
